budget,capacity,root,terminal,category,"(1e-05, 1.78e-05]","(1.78e-05, 3.16e-05]","(3.16e-05, 5.62e-05]","(5.62e-05, 0.0001]","(0.0001, 0.000178]","(0.000178, 0.000316]","(0.000316, 0.000562]","(0.000562, 0.001]","(0.001, 0.00178]","(0.00178, 0.00316]","(0.00316, 0.00562]","(0.00562, 0.01]","(0.01, 0.0178]","(0.0178, 0.0316]",Total
150,max,1834,1899,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
150,max,1834,1904,only_child,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
150,max,1843,1906,protected,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
150,max,1843,1907,dominant,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
150,max,1843,1909,dominant,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
150,max,1853,1883,only_child,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
150,max,1853,1887,dominant,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4
150,max,1853,1894,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
150,max,1853,1895,protected,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
150,max,1853,1896,dominant,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
150,max,1853,1897,only_child,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
150,max,1857,1885,only_child,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3
150,max,1857,1886,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
150,max,1857,1889,only_child,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
150,max,1858,1891,protected,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
150,max,1858,1892,dominant,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
150,max,1858,1893,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
150,min,1,131,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
150,min,1,132,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
150,min,1,136,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
150,min,1,144,only_child,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4
150,min,1,160,dominant,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
150,min,1,183,dominant,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
150,min,301,488,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
150,min,302,480,only_child,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
150,min,601,840,dominant,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4
150,min,601,842,only_child,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
150,min,601,852,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
150,min,601,901,protected,0,0,0,0,0,0,0,2,2,0,1,0,0,0,5
150,min,601,902,dominant,0,0,0,0,0,0,0,2,2,0,1,0,0,0,5
150,min,601,903,only_child,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
150,min,601,907,only_child,0,0,0,0,0,0,0,0,2,2,3,0,0,0,7
150,min,601,912,dominant,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6
150,min,601,914,only_child,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
150,min,601,952,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
150,min,602,1912,only_child,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
150,min,608,905,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
150,min,1141,443,only_child,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
150,min,1649,1687,only_child,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
150,min,1649,1688,only_child,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
150,min,1750,1772,dominant,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
150,min,1781,1815,dominant,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
150,min,1781,1821,dominant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
150,min,1781,1830,protected,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
150,min,1795,1813,dominant,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
150,min,1795,1820,dominant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
150,min,1834,1904,only_child,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
150,min,1843,1906,protected,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
150,min,1843,1907,dominant,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
150,min,1843,1909,dominant,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
150,min,1853,1883,only_child,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
150,min,1853,1885,only_child,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
150,min,1853,1887,dominant,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4
150,min,1853,1894,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
150,min,1853,1895,protected,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
150,min,1853,1896,dominant,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
150,min,1853,1897,only_child,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
150,min,1857,1886,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
150,min,1857,1889,only_child,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
150,min,1858,1891,protected,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
150,min,1858,1892,dominant,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
150,min,1858,1893,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,max,1,131,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
175,max,1,132,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
175,max,1,135,protected,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
175,max,1,136,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
175,max,1,144,only_child,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4
175,max,1,160,dominant,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
175,max,1,172,protected,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
175,max,1,183,dominant,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
175,max,301,464,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
175,max,301,488,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
175,max,302,480,only_child,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
175,max,601,840,dominant,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4
175,max,601,842,only_child,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
175,max,601,852,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
175,max,601,853,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
175,max,601,903,only_child,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
175,max,601,907,only_child,0,0,0,0,0,0,0,0,2,2,3,0,0,0,7
175,max,601,912,dominant,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6
175,max,601,914,only_child,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
175,max,602,951,only_child,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
175,max,602,952,only_child,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4
175,max,602,1911,only_child,0,0,0,0,0,0,0,0,1,0,0,1,2,0,4
175,max,602,1912,only_child,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
175,max,608,901,protected,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
175,max,608,902,dominant,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
175,max,608,905,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,max,608,908,only_child,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
175,max,608,913,only_child,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
175,max,1141,443,only_child,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
175,max,1141,1220,only_child,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4
175,max,1301,1534,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,max,1301,1535,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,max,1301,1536,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,max,1301,1537,dominant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,max,1301,1538,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,max,1301,1565,dominant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,max,1649,1687,only_child,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
175,max,1649,1688,only_child,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
175,max,1750,1771,protected,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
175,max,1750,1772,dominant,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
175,max,1750,1777,only_child,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
175,max,1750,1778,dominant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
175,max,1781,1815,dominant,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
175,max,1781,1821,dominant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
175,max,1795,1813,dominant,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
175,max,1795,1820,dominant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,max,1834,1899,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,max,1834,1904,only_child,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
175,max,1843,1906,protected,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
175,max,1843,1907,dominant,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
175,max,1843,1908,protected,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
175,max,1843,1909,dominant,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
175,max,1853,1883,only_child,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
175,max,1853,1887,dominant,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4
175,max,1853,1894,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
175,max,1853,1895,protected,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
175,max,1853,1896,dominant,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
175,max,1853,1897,only_child,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
175,max,1857,1885,only_child,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3
175,max,1857,1886,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,max,1857,1889,only_child,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
175,max,1858,1890,only_child,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
175,max,1858,1891,protected,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
175,max,1858,1892,dominant,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
175,max,1858,1893,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,min,1,131,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
175,min,1,132,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
175,min,1,136,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
175,min,1,144,only_child,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4
175,min,1,160,dominant,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
175,min,1,183,dominant,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
175,min,301,488,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
175,min,302,480,only_child,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
175,min,601,840,dominant,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4
175,min,601,842,only_child,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
175,min,601,852,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
175,min,601,901,protected,0,0,0,0,0,0,0,2,2,1,2,0,0,0,7
175,min,601,902,dominant,0,0,0,0,0,0,0,2,2,1,2,0,0,0,7
175,min,601,903,only_child,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
175,min,601,912,dominant,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6
175,min,601,913,only_child,0,0,0,0,0,0,0,1,1,1,2,0,0,0,5
175,min,601,914,only_child,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
175,min,601,952,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
175,min,602,1912,only_child,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
175,min,608,905,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,min,608,907,only_child,0,0,0,0,0,0,2,2,3,1,2,0,0,0,10
175,min,608,908,only_child,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
175,min,1141,443,only_child,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
175,min,1319,1527,dominant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
175,min,1649,1681,dominant,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
175,min,1649,1687,only_child,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
175,min,1649,1688,only_child,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
175,min,1750,1772,dominant,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
175,min,1781,1815,dominant,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
175,min,1781,1821,dominant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
175,min,1781,1830,protected,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
175,min,1795,1813,dominant,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
175,min,1795,1820,dominant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,min,1834,1899,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,min,1834,1904,only_child,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
175,min,1843,1906,protected,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
175,min,1843,1907,dominant,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
175,min,1843,1909,dominant,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
175,min,1853,1882,protected,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
175,min,1853,1883,only_child,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
175,min,1853,1884,only_child,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
175,min,1853,1885,only_child,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
175,min,1853,1887,dominant,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4
175,min,1853,1890,only_child,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
175,min,1853,1894,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
175,min,1853,1895,protected,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
175,min,1853,1896,dominant,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
175,min,1853,1897,only_child,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
175,min,1857,1886,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,min,1857,1889,only_child,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
175,min,1858,1891,protected,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
175,min,1858,1892,dominant,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
175,min,1858,1893,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,max,1,131,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
200,max,1,132,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
200,max,1,135,protected,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
200,max,1,136,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
200,max,1,144,only_child,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4
200,max,1,160,dominant,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
200,max,1,172,protected,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
200,max,1,183,dominant,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
200,max,301,464,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
200,max,301,488,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
200,max,302,480,only_child,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
200,max,601,840,dominant,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4
200,max,601,842,only_child,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
200,max,601,852,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
200,max,601,853,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
200,max,601,903,only_child,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
200,max,601,907,only_child,0,0,0,0,0,0,0,0,2,2,3,0,0,0,7
200,max,601,912,dominant,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6
200,max,601,914,only_child,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
200,max,602,951,only_child,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
200,max,602,952,only_child,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4
200,max,602,1911,only_child,0,0,0,0,0,0,0,0,1,0,0,1,2,0,4
200,max,602,1912,only_child,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
200,max,602,1913,only_child,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4
200,max,608,901,protected,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
200,max,608,902,dominant,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
200,max,608,905,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,max,608,908,only_child,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
200,max,608,913,only_child,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
200,max,1141,443,only_child,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
200,max,1141,1213,dominant,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5
200,max,1141,1219,only_child,0,0,0,0,0,0,0,0,0,0,1,3,2,0,6
200,max,1141,1220,only_child,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4
200,max,1301,1534,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,max,1301,1535,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,max,1301,1536,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,max,1301,1537,dominant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,max,1301,1538,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,max,1301,1565,dominant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,max,1623,1637,only_child,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
200,max,1623,1642,only_child,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
200,max,1649,1687,only_child,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
200,max,1649,1688,only_child,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
200,max,1750,1771,protected,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
200,max,1750,1772,dominant,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
200,max,1750,1777,only_child,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
200,max,1750,1778,dominant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
200,max,1781,1815,dominant,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
200,max,1781,1821,dominant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200,max,1781,1830,protected,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200,max,1795,1813,dominant,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
200,max,1795,1820,dominant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,max,1834,1899,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,max,1834,1904,only_child,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
200,max,1843,1906,protected,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
200,max,1843,1907,dominant,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
200,max,1843,1908,protected,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
200,max,1843,1909,dominant,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
200,max,1853,1883,only_child,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
200,max,1853,1887,dominant,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4
200,max,1853,1894,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200,max,1853,1895,protected,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
200,max,1853,1896,dominant,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
200,max,1853,1897,only_child,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
200,max,1857,1885,only_child,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3
200,max,1857,1886,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,max,1857,1889,only_child,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200,max,1858,1884,only_child,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
200,max,1858,1890,only_child,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
200,max,1858,1891,protected,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
200,max,1858,1892,dominant,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
200,max,1858,1893,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,min,1,131,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
200,min,1,132,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
200,min,1,136,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
200,min,1,144,only_child,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4
200,min,1,160,dominant,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
200,min,1,183,dominant,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
200,min,301,488,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
200,min,302,480,only_child,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
200,min,601,840,dominant,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4
200,min,601,842,only_child,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
200,min,601,852,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
200,min,601,901,protected,0,0,0,0,0,0,0,2,2,1,2,0,0,0,7
200,min,601,902,dominant,0,0,0,0,0,0,0,2,2,1,2,0,0,0,7
200,min,601,903,only_child,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
200,min,601,912,dominant,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6
200,min,601,913,only_child,0,0,0,0,0,0,0,1,1,1,2,0,0,0,5
200,min,601,914,only_child,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
200,min,601,952,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
200,min,602,1912,only_child,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
200,min,608,905,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,min,608,907,only_child,0,0,0,0,0,0,2,2,3,1,2,0,0,0,10
200,min,608,908,only_child,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
200,min,1141,443,only_child,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
200,min,1141,1220,only_child,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4
200,min,1301,1535,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,min,1301,1537,dominant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,min,1301,1538,protected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,min,1301,1565,dominant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,min,1319,1527,dominant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
200,min,1623,1637,only_child,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
200,min,1649,1681,dominant,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
200,min,1649,1687,only_child,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
200,min,1649,1688,only_child,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
200,min,1750,1772,dominant,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
200,min,1781,1815,dominant,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
200,min,1781,1821,dominant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200,min,1781,1830,protected,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200,min,1795,1813,dominant,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
200,min,1795,1820,dominant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,min,1834,1899,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,min,1834,1904,only_child,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
200,min,1843,1906,protected,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
200,min,1843,1907,dominant,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
200,min,1843,1909,dominant,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
200,min,1853,1882,protected,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
200,min,1853,1883,only_child,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
200,min,1853,1884,only_child,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
200,min,1853,1885,only_child,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
200,min,1853,1887,dominant,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4
200,min,1853,1890,only_child,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
200,min,1853,1894,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200,min,1853,1895,protected,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
200,min,1853,1896,dominant,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
200,min,1853,1897,only_child,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
200,min,1857,1886,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
200,min,1857,1889,only_child,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200,min,1858,1891,protected,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
200,min,1858,1892,dominant,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
200,min,1858,1893,only_child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
225,max,1,131,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
225,max,1,132,dominant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
225,max,1,135,protected,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
225,max,1,136,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
225,max,1,144,only_child,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4
225,max,1,160,dominant,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
225,max,1,172,protected,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
225,max,1,183,dominant,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
225,max,301,464,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
